ID,sentimiento
225,positivo
226,negativo
227,negativo
228,negativo
229,positivo
230,positivo
231,negativo
232,positivo
233,negativo
234,negativo
235,positivo
236,positivo
237,positivo
238,positivo
239,positivo
240,positivo
241,negativo
242,positivo
243,positivo
244,positivo
245,positivo
246,negativo
247,positivo
248,negativo
249,positivo
250,negativo
251,negativo
252,positivo
253,negativo
254,positivo
255,negativo
256,positivo
257,negativo
258,negativo
259,negativo
260,positivo
261,positivo
262,positivo
263,positivo
264,negativo
265,negativo
266,positivo
267,negativo
268,negativo
269,negativo
270,negativo
271,negativo
272,negativo
273,negativo
274,positivo
275,positivo
276,positivo
277,positivo
278,positivo
279,positivo
280,negativo
281,positivo
282,positivo
283,negativo
284,positivo
285,positivo
286,positivo
287,positivo
288,positivo
289,positivo
290,positivo
291,positivo
292,positivo
293,negativo
294,positivo
295,positivo
296,negativo
297,negativo
298,negativo
299,positivo
300,negativo
301,positivo
302,negativo
303,negativo
304,positivo
305,positivo
306,positivo
307,negativo
308,negativo
309,positivo
310,positivo
311,positivo
312,positivo
313,positivo
314,negativo
315,positivo
316,positivo
317,positivo
318,negativo
319,negativo
320,positivo
321,positivo
322,negativo
323,positivo
324,positivo
325,positivo
326,negativo
327,positivo
328,negativo
329,negativo
330,negativo
331,positivo
332,negativo
333,positivo
334,negativo
335,negativo
336,positivo
337,negativo
338,positivo
339,negativo
340,negativo
341,positivo
342,positivo
343,positivo
344,negativo
345,negativo
346,positivo
347,positivo
348,positivo
349,negativo
350,positivo
351,positivo
352,positivo
353,positivo
354,positivo
355,positivo
356,negativo
357,positivo
358,negativo
359,negativo
360,negativo
361,positivo
362,negativo
363,negativo
364,positivo
365,negativo
366,negativo
367,positivo
368,negativo
369,negativo
370,positivo
371,negativo
372,positivo
373,positivo
374,positivo
375,negativo
376,positivo
377,positivo
378,positivo
379,positivo
380,positivo
381,positivo
382,negativo
383,positivo
384,negativo
385,negativo
386,positivo
387,positivo
388,positivo
389,positivo
390,positivo
391,positivo
392,positivo
393,negativo
394,positivo
395,positivo
396,positivo
397,negativo
398,positivo
399,negativo
400,positivo
401,positivo
402,positivo
403,positivo
404,negativo
405,positivo
406,positivo
407,negativo
408,positivo
409,negativo
410,positivo
411,positivo
412,negativo
413,positivo
414,positivo
415,positivo
416,negativo
417,positivo
418,negativo
419,positivo
420,negativo
421,negativo
422,positivo
423,positivo
424,positivo
425,positivo
426,positivo
427,positivo
428,positivo
429,positivo
430,positivo
431,positivo
432,positivo
433,negativo
434,positivo
435,positivo
436,negativo
437,positivo
438,positivo
439,positivo
440,positivo
441,positivo
442,positivo
443,positivo
444,positivo
445,negativo
446,positivo
447,negativo
448,negativo
449,positivo
450,positivo
451,positivo
452,positivo
453,positivo
454,positivo
455,negativo
456,positivo
457,positivo
458,negativo
459,positivo
460,negativo
461,positivo
462,negativo
463,positivo
464,positivo
465,positivo
466,negativo
467,positivo
468,positivo
469,positivo
470,negativo
471,negativo
472,negativo
473,positivo
474,negativo
475,negativo
476,negativo
477,negativo
478,negativo
479,negativo
480,negativo
481,negativo
482,positivo
483,positivo
484,negativo
485,positivo
486,negativo
487,positivo
488,negativo
489,positivo
490,positivo
491,positivo
492,negativo
493,negativo
494,negativo
495,negativo
496,positivo
497,negativo
498,negativo
499,negativo
500,negativo
501,positivo
502,negativo
503,negativo
504,negativo
505,positivo
506,negativo
507,negativo
508,negativo
509,positivo
510,positivo
511,positivo
512,negativo
513,positivo
514,positivo
515,positivo
516,positivo
517,positivo
518,positivo
519,negativo
520,negativo
521,negativo
522,positivo
523,positivo
524,positivo
525,positivo
526,positivo
527,positivo
528,negativo
529,positivo
530,negativo
531,positivo
532,positivo
533,positivo
534,positivo
535,positivo
536,positivo
537,negativo
538,negativo
539,negativo
540,negativo
541,negativo
542,positivo
543,negativo
544,positivo
545,positivo
546,negativo
547,positivo
548,positivo
549,positivo
550,negativo
551,negativo
552,positivo
553,positivo
554,negativo
555,positivo
556,positivo
557,positivo
558,positivo
559,positivo
560,positivo
561,negativo
562,positivo
563,positivo
564,positivo
565,positivo
566,negativo
567,positivo
568,positivo
569,positivo
570,positivo
571,positivo
572,positivo
573,negativo
574,positivo
575,positivo
576,positivo
577,positivo
578,negativo
579,positivo
580,positivo
581,positivo
582,positivo
583,positivo
584,negativo
585,negativo
586,positivo
587,positivo
588,positivo
589,negativo
590,positivo
591,positivo
592,positivo
593,positivo
594,positivo
595,positivo
596,negativo
597,negativo
598,negativo
599,positivo
600,positivo
601,positivo
602,negativo
603,positivo
604,positivo
605,positivo
606,positivo
607,positivo
608,negativo
609,positivo
610,negativo
611,positivo
612,negativo
613,negativo
614,positivo
615,positivo
616,positivo
617,negativo
618,negativo
619,negativo
620,positivo
621,positivo
622,positivo
623,positivo
624,positivo
625,negativo
626,positivo
627,positivo
628,positivo
629,positivo
630,positivo
631,positivo
632,negativo
633,positivo
634,positivo
635,positivo
636,negativo
637,negativo
638,positivo
639,negativo
640,positivo
641,positivo
642,positivo
643,positivo
644,positivo
645,negativo
646,positivo
647,positivo
648,negativo
649,positivo
650,negativo
651,positivo
652,positivo
653,positivo
654,positivo
655,positivo
656,positivo
657,positivo
658,positivo
659,negativo
660,positivo
661,positivo
662,positivo
663,positivo
664,positivo
665,positivo
666,positivo
667,positivo
668,negativo
669,positivo
670,positivo
671,negativo
672,positivo
673,positivo
674,positivo
675,positivo
676,negativo
677,positivo
678,positivo
679,positivo
680,negativo
681,positivo
682,negativo
683,negativo
684,positivo
685,positivo
686,positivo
687,positivo
688,negativo
689,negativo
690,positivo
691,negativo
692,positivo
693,negativo
694,positivo
695,positivo
696,negativo
697,positivo
698,positivo
699,negativo
700,positivo
701,positivo
702,positivo
703,positivo
704,positivo
705,negativo
706,positivo
707,positivo
708,positivo
709,positivo
710,positivo
711,positivo
712,positivo
713,positivo
714,positivo
715,positivo
716,positivo
717,negativo
718,positivo
719,positivo
720,positivo
721,negativo
722,positivo
723,negativo
724,positivo
725,positivo
726,positivo
727,negativo
728,positivo
729,negativo
730,positivo
731,positivo
732,positivo
733,negativo
734,positivo
735,positivo
736,positivo
737,positivo
738,positivo
739,negativo
740,positivo
741,positivo
742,positivo
743,positivo
744,negativo
745,negativo
746,negativo
747,negativo
748,negativo
749,positivo
750,negativo
751,positivo
752,positivo
753,positivo
754,positivo
755,positivo
756,positivo
757,positivo
758,positivo
759,positivo
760,negativo
761,positivo
762,positivo
763,positivo
764,positivo
765,positivo
766,negativo
767,positivo
768,positivo
769,negativo
770,positivo
771,positivo
772,positivo
773,positivo
774,negativo
775,positivo
776,negativo
777,positivo
778,positivo
779,positivo
780,positivo
781,positivo
782,positivo
783,negativo
784,positivo
785,positivo
786,positivo
787,positivo
788,positivo
789,positivo
790,negativo
791,positivo
792,positivo
793,positivo
794,positivo
795,positivo
796,positivo
797,negativo
798,positivo
799,positivo
800,negativo
801,positivo
802,positivo
803,positivo
804,positivo
805,positivo
806,positivo
807,negativo
808,positivo
809,negativo
810,negativo
811,positivo
812,positivo
813,positivo
814,positivo
815,positivo
816,positivo
817,negativo
818,positivo
819,positivo
820,positivo
821,positivo
822,positivo
823,negativo
824,negativo
825,positivo
826,positivo
827,positivo
828,positivo
829,positivo
830,positivo
831,negativo
832,positivo
833,positivo
834,positivo
835,positivo
836,positivo
837,positivo
838,positivo
839,positivo
840,negativo
841,negativo
842,positivo
843,positivo
844,negativo
845,positivo
846,positivo
847,negativo
848,positivo
849,negativo
850,positivo
851,negativo
852,positivo
853,negativo
854,positivo
855,negativo
856,negativo
857,negativo
858,positivo
859,positivo
860,negativo
861,positivo
862,positivo
863,negativo
864,positivo
865,negativo
866,positivo
867,positivo
868,positivo
869,positivo
870,positivo
871,positivo
872,negativo
873,negativo
874,positivo
875,positivo
876,positivo
877,negativo
878,positivo
879,positivo
880,negativo
881,positivo
882,positivo
883,negativo
884,negativo
885,negativo
886,positivo
887,positivo
888,positivo
889,positivo
890,positivo
891,negativo
892,positivo
893,negativo
894,positivo
895,positivo
896,negativo
897,positivo
898,negativo
899,positivo
900,positivo
901,negativo
902,negativo
903,positivo
904,negativo
905,positivo
906,positivo
907,negativo
908,positivo
909,positivo
910,positivo
911,positivo
912,positivo
913,positivo
914,negativo
915,negativo
916,positivo
917,negativo
918,positivo
919,positivo
920,positivo
921,negativo
922,positivo
923,positivo
924,positivo
925,negativo
926,positivo
927,positivo
928,negativo
929,negativo
930,negativo
931,negativo
932,negativo
933,negativo
934,negativo
935,positivo
936,negativo
937,negativo
938,negativo
939,negativo
940,negativo
941,negativo
942,negativo
943,negativo
944,negativo
945,positivo
946,negativo
947,negativo
948,negativo
949,negativo
950,negativo
951,negativo
952,negativo
953,negativo
954,positivo
955,negativo
956,negativo
957,positivo
958,negativo
959,negativo
960,positivo
961,positivo
962,positivo
963,negativo
964,positivo
965,negativo
966,positivo
967,positivo
968,positivo
969,positivo
970,negativo
971,positivo
972,negativo
973,negativo
974,negativo
975,negativo
976,negativo
977,positivo
978,negativo
979,negativo
980,positivo
981,positivo
982,negativo
983,negativo
984,positivo
985,negativo
986,negativo
987,positivo
988,negativo
989,positivo
990,positivo
991,positivo
992,positivo
993,negativo
994,negativo
995,positivo
996,positivo
997,positivo
998,negativo
999,negativo
1000,positivo
1001,positivo
1002,positivo
1003,positivo
1004,negativo
1005,positivo
1006,negativo
1007,positivo
1008,positivo
1009,negativo
1010,negativo
1011,positivo
1012,negativo
1013,positivo
1014,positivo
1015,negativo
1016,negativo
1017,negativo
1018,positivo
1019,negativo
1020,positivo
1021,positivo
1022,negativo
1023,negativo
1024,negativo
1025,negativo
1026,negativo
1027,negativo
1028,negativo
1029,negativo
1030,negativo
1031,negativo
1032,positivo
1033,negativo
1034,negativo
1035,negativo
1036,negativo
1037,positivo
1038,negativo
1039,negativo
1040,negativo
1041,positivo
1042,negativo
1043,positivo
1044,negativo
1045,negativo
1046,negativo
1047,positivo
1048,positivo
1049,negativo
1050,negativo
1051,negativo
1052,negativo
1053,negativo
1054,negativo
1055,negativo
1056,negativo
1057,positivo
1058,negativo
1059,negativo
1060,negativo
1061,negativo
1062,negativo
1063,positivo
1064,positivo
1065,negativo
1066,positivo
1067,positivo
1068,negativo
1069,positivo
1070,positivo
1071,positivo
1072,negativo
1073,negativo
1074,positivo
1075,positivo
1076,negativo
1077,positivo
1078,positivo
1079,positivo
1080,positivo
1081,negativo
1082,positivo
1083,negativo
1084,positivo
1085,positivo
1086,negativo
1087,positivo
1088,positivo
1089,positivo
1090,negativo
1091,negativo
1092,positivo
1093,positivo
1094,positivo
1095,positivo
1096,positivo
1097,positivo
1098,positivo
1099,negativo
1100,positivo
1101,negativo
1102,positivo
1103,negativo
1104,positivo
1105,negativo
1106,positivo
1107,positivo
1108,positivo
1109,positivo
1110,negativo
1111,positivo
1112,positivo
1113,negativo
1114,positivo
1115,negativo
1116,positivo
1117,negativo
1118,positivo
1119,positivo
1120,positivo
1121,negativo
1122,negativo
1123,positivo
1124,positivo
1125,positivo
1126,positivo
1127,negativo
1128,negativo
1129,positivo
1130,positivo
1131,positivo
1132,positivo
1133,negativo
1134,positivo
1135,positivo
1136,negativo
1137,negativo
1138,positivo
1139,negativo
1140,negativo
1141,positivo
1142,negativo
1143,negativo
1144,negativo
1145,negativo
1146,negativo
1147,positivo
1148,negativo
1149,negativo
1150,positivo
1151,positivo
1152,negativo
1153,positivo
1154,positivo
1155,positivo
1156,positivo
1157,positivo
1158,negativo
1159,positivo
1160,positivo
1161,positivo
1162,positivo
1163,positivo
1164,negativo
1165,positivo
1166,negativo
1167,negativo
1168,negativo
1169,negativo
1170,positivo
1171,negativo
1172,negativo
1173,positivo
1174,positivo
1175,negativo
1176,positivo
1177,positivo
1178,positivo
1179,positivo
1180,negativo
1181,positivo
1182,positivo
1183,negativo
1184,negativo
1185,positivo
1186,positivo
1187,positivo
1188,negativo
1189,negativo
1190,positivo
1191,positivo
1192,positivo
1193,positivo
1194,negativo
1195,negativo
1196,positivo
1197,positivo
1198,negativo
1199,positivo
1200,positivo
1201,positivo
1202,positivo
1203,negativo
1204,positivo
1205,negativo
1206,positivo
1207,positivo
1208,positivo
1209,positivo
1210,positivo
1211,negativo
1212,negativo
1213,positivo
1214,positivo
1215,positivo
1216,negativo
1217,positivo
1218,negativo
1219,negativo
1220,positivo
1221,positivo
1222,positivo
1223,negativo
1224,positivo
1225,negativo
1226,positivo
1227,positivo
1228,positivo
1229,positivo
1230,positivo
1231,positivo
1232,positivo
1233,positivo
1234,positivo
1235,positivo
1236,positivo
1237,positivo
1238,positivo
1239,positivo
1240,positivo
1241,positivo
1242,positivo
1243,negativo
1244,positivo
1245,positivo
1246,positivo
1247,negativo
1248,positivo
1249,positivo
1250,positivo
1251,negativo
1252,positivo
1253,positivo
1254,positivo
1255,positivo
1256,positivo
1257,negativo
1258,negativo
1259,positivo
1260,negativo
1261,negativo
1262,positivo
1263,positivo
1264,positivo
1265,positivo
1266,positivo
1267,positivo
1268,positivo
1269,positivo
1270,positivo
1271,positivo
1272,positivo
1273,positivo
1274,positivo
1275,positivo
1276,positivo
1277,positivo
1278,negativo
1279,positivo
1280,positivo
1281,negativo
1282,negativo
1283,positivo
1284,positivo
1285,positivo
1286,negativo
1287,negativo
1288,negativo
1289,positivo
1290,positivo
1291,negativo
1292,positivo
1293,positivo
1294,positivo
1295,positivo
1296,positivo
1297,positivo
1298,positivo
1299,negativo
1300,positivo
1301,positivo
1302,positivo
1303,positivo
1304,positivo
1305,positivo
1306,positivo
1307,positivo
1308,positivo
1309,positivo
1310,positivo
1311,positivo
1312,positivo
1313,negativo
1314,negativo
1315,positivo
1316,positivo
1317,positivo
1318,positivo
1319,positivo
1320,negativo
1321,positivo
1322,positivo
1323,positivo
1324,positivo
1325,positivo
1326,negativo
1327,positivo
1328,positivo
1329,positivo
1330,positivo
1331,positivo
1332,positivo
1333,positivo
1334,positivo
1335,positivo
1336,positivo
1337,positivo
1338,positivo
1339,positivo
1340,positivo
1341,negativo
1342,positivo
1343,positivo
1344,positivo
1345,negativo
1346,positivo
1347,positivo
1348,positivo
1349,positivo
1350,positivo
1351,positivo
1352,negativo
1353,positivo
1354,negativo
1355,positivo
1356,positivo
1357,positivo
1358,positivo
1359,positivo
1360,negativo
1361,positivo
1362,positivo
1363,positivo
1364,positivo
1365,negativo
1366,positivo
1367,positivo
1368,positivo
1369,negativo
1370,positivo
1371,negativo
1372,positivo
1373,positivo
1374,positivo
1375,positivo
1376,positivo
1377,positivo
1378,positivo
1379,positivo
1380,positivo
1381,negativo
1382,positivo
1383,positivo
1384,negativo
1385,positivo
1386,positivo
1387,positivo
1388,negativo
1389,positivo
1390,positivo
1391,positivo
1392,positivo
1393,positivo
1394,positivo
1395,negativo
1396,negativo
1397,positivo
1398,negativo
1399,positivo
1400,positivo
1401,positivo
1402,positivo
1403,positivo
1404,negativo
1405,positivo
1406,negativo
1407,positivo
1408,positivo
1409,positivo
1410,negativo
1411,positivo
1412,positivo
1413,positivo
1414,negativo
1415,positivo
1416,positivo
1417,positivo
1418,positivo
1419,positivo
1420,negativo
1421,negativo
1422,negativo
1423,positivo
1424,positivo
1425,positivo
1426,negativo
1427,positivo
1428,positivo
1429,positivo
1430,positivo
1431,negativo
1432,positivo
1433,positivo
1434,negativo
1435,negativo
1436,positivo
1437,positivo
1438,negativo
1439,positivo
1440,positivo
1441,positivo
1442,negativo
1443,positivo
1444,positivo
1445,negativo
1446,positivo
1447,negativo
1448,negativo
1449,negativo
1450,positivo
1451,positivo
1452,negativo
1453,positivo
1454,positivo
1455,positivo
1456,positivo
1457,positivo
1458,negativo
1459,negativo
1460,negativo
1461,positivo
1462,positivo
1463,positivo
1464,positivo
1465,negativo
1466,positivo
1467,positivo
1468,positivo
1469,positivo
1470,negativo
1471,positivo
1472,positivo
1473,positivo
1474,positivo
1475,positivo
1476,positivo
1477,positivo
1478,positivo
1479,negativo
1480,negativo
1481,positivo
1482,positivo
1483,negativo
1484,positivo
1485,positivo
1486,positivo
1487,positivo
1488,positivo
1489,positivo
1490,negativo
1491,positivo
1492,positivo
1493,positivo
1494,positivo
1495,positivo
1496,positivo
1497,positivo
1498,positivo
1499,negativo
1500,negativo
1501,negativo
1502,negativo
1503,positivo
1504,positivo
1505,positivo
1506,negativo
1507,positivo
1508,negativo
1509,positivo
1510,positivo
1511,negativo
1512,positivo
1513,negativo
1514,negativo
1515,positivo
1516,positivo
1517,positivo
1518,negativo
1519,positivo
1520,negativo
1521,negativo
1522,negativo
1523,positivo
1524,negativo
1525,positivo
1526,negativo
1527,positivo
1528,positivo
1529,negativo
1530,negativo
1531,positivo
1532,positivo
1533,positivo
1534,negativo
1535,positivo
1536,positivo
1537,positivo
1538,positivo
1539,positivo
1540,positivo
1541,positivo
1542,positivo
1543,negativo
1544,positivo
1545,positivo
1546,positivo
1547,negativo
1548,negativo
1549,positivo
1550,negativo
1551,positivo
1552,negativo
1553,positivo
1554,positivo
1555,positivo
1556,negativo
1557,positivo
1558,positivo
1559,positivo
1560,positivo
1561,negativo
1562,negativo
1563,positivo
1564,negativo
1565,negativo
1566,negativo
1567,positivo
1568,positivo
1569,positivo
1570,positivo
1571,positivo
1572,negativo
1573,positivo
1574,positivo
1575,positivo
1576,positivo
1577,positivo
1578,negativo
1579,negativo
1580,positivo
1581,negativo
1582,positivo
1583,positivo
1584,positivo
1585,negativo
1586,positivo
1587,positivo
1588,positivo
1589,positivo
1590,positivo
1591,positivo
1592,positivo
1593,negativo
1594,positivo
1595,positivo
1596,positivo
1597,negativo
1598,negativo
1599,positivo
1600,negativo
1601,positivo
1602,positivo
1603,negativo
1604,positivo
1605,positivo
1606,positivo
1607,negativo
1608,positivo
1609,positivo
1610,positivo
1611,positivo
1612,negativo
1613,positivo
1614,positivo
1615,positivo
1616,negativo
1617,negativo
1618,negativo
1619,positivo
1620,negativo
1621,negativo
1622,negativo
1623,negativo
1624,positivo
1625,positivo
1626,positivo
1627,positivo
1628,positivo
1629,positivo
1630,positivo
1631,positivo
1632,negativo
1633,positivo
1634,positivo
1635,negativo
1636,positivo
1637,positivo
1638,positivo
1639,positivo
1640,positivo
1641,positivo
1642,positivo
1643,positivo
1644,positivo
1645,positivo
1646,positivo
1647,negativo
1648,positivo
1649,positivo
1650,negativo
1651,positivo
1652,positivo
1653,negativo
1654,negativo
1655,negativo
1656,negativo
1657,positivo
1658,positivo
1659,positivo
1660,negativo
1661,positivo
1662,negativo
1663,positivo
1664,negativo
1665,negativo
1666,positivo
1667,negativo
1668,positivo
1669,positivo
1670,positivo
1671,positivo
1672,positivo
1673,negativo
1674,positivo
1675,negativo
1676,negativo
1677,positivo
1678,positivo
1679,positivo
1680,positivo
1681,positivo
1682,negativo
1683,positivo
1684,positivo
1685,positivo
1686,positivo
1687,positivo
1688,positivo
1689,negativo
1690,negativo
1691,negativo
1692,positivo
1693,positivo
1694,negativo
1695,positivo
1696,positivo
1697,positivo
1698,negativo
1699,positivo
1700,positivo
1701,negativo
1702,positivo
1703,positivo
1704,positivo
1705,negativo
1706,negativo
1707,negativo
1708,positivo
1709,negativo
1710,positivo
1711,negativo
1712,positivo
1713,positivo
1714,positivo
1715,positivo
1716,positivo
1717,positivo
1718,positivo
1719,negativo
1720,negativo
1721,positivo
1722,negativo
1723,negativo
1724,positivo
1725,negativo
1726,positivo
1727,positivo
1728,negativo
1729,positivo
1730,positivo
1731,positivo
1732,negativo
1733,positivo
1734,positivo
1735,positivo
1736,positivo
1737,positivo
1738,positivo
1739,positivo
1740,negativo
1741,positivo
1742,negativo
1743,negativo
1744,negativo
1745,negativo
1746,negativo
1747,positivo
1748,positivo
1749,negativo
1750,positivo
1751,negativo
1752,negativo
1753,negativo
1754,positivo
1755,positivo
1756,positivo
1757,positivo
1758,positivo
1759,positivo
1760,positivo
1761,positivo
1762,positivo
1763,positivo
1764,positivo
1765,positivo
1766,positivo
1767,negativo
1768,positivo
1769,positivo
1770,negativo
1771,positivo
1772,positivo
1773,positivo
1774,negativo
1775,positivo
1776,negativo
1777,positivo
1778,negativo
1779,negativo
1780,positivo
1781,positivo
1782,negativo
1783,positivo
1784,negativo
1785,positivo
1786,positivo
1787,positivo
1788,positivo
1789,positivo
1790,positivo
1791,negativo
1792,positivo
1793,positivo
1794,positivo
1795,positivo
1796,positivo
1797,positivo
1798,positivo
1799,negativo
1800,positivo
1801,negativo
1802,positivo
1803,positivo
1804,positivo
1805,positivo
1806,positivo
1807,negativo
1808,positivo
1809,positivo
1810,positivo
1811,positivo
1812,negativo
1813,positivo
1814,positivo
1815,positivo
1816,positivo
1817,positivo
1818,negativo
1819,positivo
1820,positivo
1821,positivo
1822,positivo
1823,negativo
1824,negativo
1825,positivo
1826,positivo
1827,positivo
1828,positivo
1829,negativo
1830,positivo
1831,positivo
1832,positivo
1833,positivo
1834,positivo
1835,positivo
1836,negativo
1837,positivo
1838,positivo
1839,positivo
1840,positivo
1841,positivo
1842,positivo
1843,positivo
1844,positivo
1845,positivo
1846,positivo
1847,negativo
1848,positivo
1849,positivo
1850,positivo
1851,positivo
1852,positivo
1853,positivo
1854,positivo
1855,positivo
1856,negativo
1857,negativo
1858,positivo
1859,positivo
1860,positivo
1861,negativo
1862,positivo
1863,positivo
1864,positivo
1865,positivo
1866,positivo
1867,negativo
1868,positivo
1869,negativo
1870,positivo
1871,positivo
1872,positivo
1873,negativo
1874,positivo
1875,positivo
1876,positivo
1877,positivo
1878,negativo
1879,positivo
1880,positivo
1881,positivo
1882,positivo
1883,positivo
1884,positivo
1885,positivo
1886,positivo
1887,positivo
1888,positivo
1889,positivo
1890,positivo
1891,positivo
1892,positivo
1893,negativo
1894,positivo
1895,positivo
1896,negativo
1897,negativo
1898,positivo
1899,positivo
1900,positivo
1901,positivo
1902,positivo
1903,positivo
1904,positivo
1905,positivo
1906,positivo
1907,negativo
1908,positivo
1909,positivo
1910,negativo
1911,positivo
1912,positivo
1913,positivo
1914,negativo
1915,negativo
1916,negativo
1917,positivo
1918,positivo
1919,positivo
1920,negativo
1921,positivo
1922,positivo
1923,positivo
1924,positivo
1925,positivo
1926,positivo
1927,negativo
1928,negativo
1929,positivo
1930,negativo
1931,negativo
1932,positivo
1933,positivo
1934,negativo
1935,negativo
1936,positivo
1937,positivo
1938,negativo
1939,negativo
1940,negativo
1941,negativo
1942,negativo
1943,positivo
1944,positivo
1945,negativo
1946,positivo
1947,negativo
1948,positivo
1949,positivo
1950,positivo
1951,positivo
1952,positivo
1953,positivo
1954,negativo
1955,positivo
1956,positivo
1957,negativo
1958,positivo
1959,negativo
1960,positivo
1961,negativo
1962,negativo
1963,negativo
1964,negativo
1965,negativo
1966,positivo
1967,positivo
1968,positivo
1969,positivo
1970,positivo
1971,negativo
1972,negativo
1973,negativo
1974,positivo
1975,negativo
1976,positivo
1977,positivo
1978,positivo
1979,negativo
1980,positivo
1981,positivo
1982,positivo
1983,positivo
1984,negativo
1985,positivo
1986,positivo
1987,positivo
1988,positivo
1989,positivo
1990,positivo
1991,negativo
1992,positivo
1993,negativo
1994,positivo
1995,positivo
1996,negativo
1997,positivo
1998,positivo
1999,positivo
2000,positivo
2001,positivo
2002,positivo
2003,positivo
2004,positivo
2005,negativo
2006,positivo
2007,positivo
2008,positivo
2009,positivo
2010,positivo
2011,positivo
2012,negativo
2013,positivo
2014,negativo
2015,negativo
2016,negativo
2017,negativo
2018,positivo
2019,positivo
2020,positivo
2021,positivo
2022,positivo
2023,positivo
2024,positivo
2025,negativo
2026,negativo
2027,positivo
2028,positivo
2029,negativo
2030,positivo
2031,positivo
2032,positivo
2033,negativo
2034,positivo
2035,positivo
2036,positivo
2037,negativo
2038,positivo
2039,positivo
2040,negativo
2041,positivo
2042,positivo
2043,positivo
2044,positivo
2045,positivo
2046,positivo
2047,positivo
2048,negativo
2049,positivo
2050,positivo
2051,positivo
2052,negativo
2053,positivo
2054,positivo
2055,positivo
2056,positivo
2057,negativo
2058,positivo
2059,positivo
2060,positivo
2061,positivo
2062,negativo
2063,positivo
2064,negativo
2065,positivo
2066,negativo
2067,negativo
2068,positivo
2069,positivo
2070,negativo
2071,negativo
2072,positivo
2073,negativo
2074,negativo
2075,negativo
2076,positivo
2077,negativo
2078,positivo
2079,positivo
2080,negativo
2081,negativo
2082,positivo
2083,negativo
2084,positivo
2085,positivo
2086,positivo
2087,negativo
2088,positivo
2089,positivo
2090,negativo
2091,positivo
2092,positivo
2093,positivo
2094,negativo
2095,positivo
2096,positivo
2097,positivo
2098,negativo
2099,positivo
2100,positivo
2101,negativo
2102,negativo
2103,positivo
2104,positivo
2105,negativo
2106,positivo
2107,negativo
2108,negativo
2109,negativo
2110,negativo
2111,positivo
2112,positivo
2113,negativo
2114,negativo
2115,negativo
2116,negativo
2117,negativo
2118,negativo
2119,positivo
2120,positivo
2121,negativo
2122,negativo
2123,positivo
2124,negativo
2125,negativo
2126,negativo
2127,negativo
2128,negativo
2129,negativo
2130,negativo
2131,negativo
2132,positivo
2133,negativo
2134,negativo
2135,negativo
2136,negativo
2137,negativo
2138,negativo
2139,negativo
