,latitud,longitud,zone,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price,property_title
104,-34.6209948,-58.4369915,Caballito,Departamento,1.0,1.0,34.55519405186906,20.0,50000.0,Departamento - Caballito
105,-34.6077596,-58.4449414,Caballito,Departamento,3.0,2.0,68.0,58.0,169900.0,3 AMB A ESTRENAR - BALCON TERRAZA - CID CAMPEADOR
106,-34.6208475,-58.4424471,Caballito,Departamento,5.0,3.0,173.0,158.0,360000.0,Departamento - Caballito
107,-34.6113772,-58.4311946,Caballito,Departamento,1.0,1.0,35.0,32.0,67000.0,Venta Monoambiente Caballito 
108,-34.6153697,-58.4588925,Caballito,Departamento,4.0,3.0,85.0,80.0,185000.0,Venta Departamento 4 Ambientes con Cochera
109,-34.6108138,-58.4384152,Caballito,Departamento,2.0,1.0,50.0,50.0,96500.0,Departamento - Caballito
110,-34.6112552,-58.4275494,Caballito,Departamento,2.0,1.0,45.0,45.0,75000.0,Departamento - Caballito
111,-34.6077596,-58.4449414,Caballito,Departamento,3.0,2.0,66.0,56.0,163200.0,3 AMB A ESTRENAR - INCREIBLE VISTA - CID CAMPEADOR
112,-34.5925222,-58.4467508,Chacarita,Departamento,1.0,1.0,38.0,38.0,55000.0,Departamento - Chacarita
113,-34.5816942,-58.4498204,Chacarita,Departamento,2.0,1.0,50.0,44.0,160000.0,Departamento 3 ambientes luminoso colegiales
114,-34.5925718,-58.4503117,Chacarita,Departamento,3.0,2.0,79.0,77.0,285000.0,Parque Los Andes 3 ambientes!
115,-34.5859985,-58.4544363,Chacarita,Departamento,4.0,3.0,153.0,93.0,260000.0,Departamento - Chacarita
116,-34.6636091,-58.5128937,Mataderos,Departamento,4.0,3.0,66.0,61.0,105000.0,Venta departamento 4 ambientes Mataderos cochera
117,-34.6108121,-58.3804482,Monserrat,Departamento,2.0,1.0,50.0,50.0,138000.0,Departamento - Monserrat
118,-34.6094754918,-58.3878707886,Monserrat,Departamento,3.0,2.0,87.0,70.0,315000.0,Departamento 3 ambientes. Edificio Carpe Diem 
119,-34.6115181,-58.3738937,Monserrat,Departamento,1.0,1.0,31.0,31.0,84000.0,VENTA MONOAMBIENTE MONSERRAT A ESTRENAR
120,-34.6165895,-58.3860768,Monserrat,Departamento,2.0,1.0,39.0,39.0,59000.0,VENTA DEPARTAMENTO en MONSERRAT - 2 AMBIENTES 39m2
121,-34.6113972,-58.3832852,Monserrat,Departamento,3.0,1.0,81.0,65.0,109000.0,DEPARTAMENTO LOFT 3 AMBIENTES MONTSERRAT PATIO
122,-34.6015187,-58.3874311,Monserrat,Departamento,3.0,2.0,50.0,50.0,99500.0,Muy buena oficina. Super luminosa
123,-34.6185241,-58.3693638,San Telmo,Departamento,4.0,3.0,110.0,102.0,120000.0,Dto c/balcón en venta San Telmo Financia. Permuta 
124,-34.6192499,-58.369608,San Telmo,Departamento,2.0,1.0,32.0,31.0,85000.0,VENTA DEPARTAMENTO 2 AMBIENTES AL FRENTE CON BALCON SAN TELMO
125,-34.5826986,-58.4403733,Colegiales,Departamento,3.0,1.0,101.0,101.0,350000.0,Venta Departamento Colegiales Loft  101 m2 - Silos de Dorrego 1 dormitorio 1 cochera
126,-34.5816942,-58.4498204,Colegiales,Departamento,2.0,1.0,60.0,52.0,180000.0,Departamento 3 ambientes colegiales luminoso
127,-34.5816942,-58.4498204,Colegiales,Departamento,2.0,1.0,50.0,44.0,160000.0,Departamento 3 ambientes luminoso colegiales
128,-34.5718852839,-58.4459137917,Colegiales,Departamento,3.0,2.0,73.0,63.0,180000.0,"Venta dto 3 ambientes al Frente con balcon, Duplex"
129,-34.5816958,-58.462924,Colegiales,Departamento,3.0,2.0,57.0,53.0,115000.0,Departamento - Colegiales
130,-34.5967235776,-58.3968400955,Barrio Norte,Departamento,2.0,1.0,44.0,39.0,80000.0,Departamento 2 amb vista Abierta Fac. de Medicina
131,-34.601114,-58.3973144,Barrio Norte,Departamento,2.0,1.0,54.0,42.0,99000.0,Departamento - Barrio Norte DUPLEX 2 AMBIENTES - A ESTRENAR BALCON TERRAZA PISCINA
132,-34.59351710329686,-58.40262827819623,Barrio Norte,Departamento,5.0,3.0,310.0,310.0,980000.0,RETASADO VENTA: Se escuchan ofertas PISO altura media - RECICLAJE A ESTRENAR!! - Importante edificio Racionalista
133,-34.5960006,-58.398755,Barrio Norte,Departamento,2.0,1.0,35.0,35.0,65000.0,Barrio Norte Uriburu y S.Fe .Dos Ambientes .Apto Profesional
134,-34.592336,-58.402816,Barrio Norte,Departamento,1.0,1.0,23.0,23.0,58000.0,DEPARTAMENTO MONOAMBIENTE APTO PROF BARRIO NORTE
135,-34.5993907,-58.412292,Barrio Norte,Departamento,2.0,1.0,59.16798769004315,41.0,149500.0,Departamento - Balvanera
136,-34.5930588,-58.4067583,Barrio Norte,Departamento,3.0,2.0,122.0,97.0,295000.0,"DEPARTAMENTO 3 AMB C/DEPENDENCIA, PATIO Y COCHERA"
137,-34.617952135,-58.5019397736,Monte Castro,Departamento,2.0,1.0,47.0,38.0,85000.0,Departamento 2 amb a estrenar balcón terraza
138,-34.6214066,-58.5095958,Monte Castro,Departamento,2.0,1.0,55.0,50.0,92000.0,Departamento - 2 Ambientes - Venta - Monte Castro
139,-34.605361,-58.378466,San Nicolás,Departamento,3.0,2.0,65.0,65.0,75000.0,Depto en Venta 3 Amb. Excelente Oportunidad
140,-34.6052198,-58.3850792,San Nicolás,Departamento,4.0,2.0,157.0,149.0,198000.0,Venta/alquiler de DEPÓSITO- Centro (Capital Federal)
141,-34.5959517,-58.4442692,Villa Crespo,Departamento,1.0,1.0,36.0,30.0,76000.0,Departamento - Villa Crespo
142,-34.5991604,-58.4325482,Villa Crespo,Departamento,1.0,1.0,38.0,38.0,89000.0,Departamento de 1 ambiente y medio. Sum con parrilla.
143,-34.5994154,-58.4424273,Villa Crespo,Departamento,1.0,1.0,25.0,21.0,45000.0,Departamento en venta Monoambiente en Villa Crespo
144,-34.5902333,-58.4410133,Villa Crespo,Departamento,2.0,1.0,52.0,46.0,85450.0,Departamento de 1 dormitorio con cochera en pozo. 
145,-34.5941481,-58.4421306,Villa Crespo,Departamento,1.0,1.0,50.0,46.0,107000.0,VENTA 2 AMBIENTES FRENTE BALCON A ESTRENAR LUZ
146,-34.5902333,-58.4410133,Villa Crespo,Departamento,1.0,1.0,38.0,32.0,53290.0,Departamento monoambiente en pozo. Inversión  
147,-34.5919213,-58.5072142,Villa Devoto,Departamento,2.0,1.0,91.0,50.0,155000.0,Departamento a estrenar - Villa Devoto
148,-34.6161733,-58.3977323,Puerto Madero,Departamento,3.0,1.0,84.0,62.0,57000.0,Venta- Departamento - Puerto Madero
149,-34.618694,-58.3615507,Puerto Madero,Departamento,3.0,2.0,129.0,111.0,650000.0,U$S 650.000 - 3 amb cochera y baulera - Puerto Madero - Juana Manso 1100 (RiV)
150,-34.6181228,-58.3599552,Puerto Madero,Departamento,4.0,3.0,122.0,118.0,640000.0,Departamento - Puerto Madero
151,-34.6228849,-58.3959745,San Cristobal,Departamento,4.0,3.0,67.0,49.0,130000.0,Excelente depto 4 amb reciclado a nuevo c/ 2 patios - San Cristobal
152,-34.6233782,-58.4076,San Cristobal,Departamento,3.0,2.0,56.0,48.0,86000.0,Venta San Cristobal! Tres ambientes con hermoso balcón corrido al frente!
153,-34.6232734,-58.4081041,San Cristobal,Departamento,2.0,1.0,50.0,50.0,75000.0,"Departamento 2amb con  patio y balcón,  50m2, San Cristóbal"
154,-34.6254075,-58.3929851,San Cristobal,Departamento,1.0,1.0,31.0,31.0,74000.0,Monoambiente refaccionado en San Cristobal 
155,-34.5752647,-58.4842655,Villa Urquiza,Departamento,4.0,2.0,90.0,77.0,300000.0,DPTO 4 AMB  VENTA  VILLA URQUIZA EDIFICIO EVOQUE
156,-34.5725794,-58.4820978,Villa Urquiza,Departamento,3.0,2.0,70.0,60.0,175000.0,Dpto 3amb amplio - Av. Álvarez Thomas y Monroe
157,-34.579619,-58.490493,Villa Urquiza,Departamento,3.0,2.0,69.0,64.0,189900.0,VENTA DEPARTAMENTO 3 AMBIENTES CON COCHERA
158,-34.5672587,-58.4904087,Villa Urquiza,Departamento,2.0,1.0,161.14501955492648,42.0,125000.0,Departamento - Urquiza R
159,-34.564291,-58.485524,Villa Urquiza,Departamento,4.0,3.0,100.0,84.0,229000.0,DEPARTAMENTO 4 AMBIENTES BALCON Y COCHERA URQUIZA
160,-34.5752228,-58.4860204,Villa Urquiza,Departamento,2.0,1.0,47.0,43.0,145000.0,Departamento - Villa Urquiza
161,-34.57155,-58.487456,Villa Urquiza,Departamento,2.0,1.0,54.0,45.0,179900.0,DEPTO 2 AMBIENTES- FULL AMENITIES-COCHERA-BAULERA
162,-34.5687,-58.4875,Villa Urquiza,Departamento,2.0,1.0,42.0,38.0,103000.0,Venta Departamento 2 Ambientes - V. Urquiza -
163,-34.5761646,-58.483703,Villa Urquiza,Departamento,2.0,1.0,46.0,46.0,78000.0,VENTA DEPARTAMENTO DOS AMBIENTES VILLA URQUIZA  
164,-34.5714176,-58.4748761,Villa Urquiza,Departamento,1.0,1.0,40.0,35.0,109900.0,VENTA-MONOAMBIENTE-FULL AMENITIES
165,-34.6264738,-58.5043801,Velez Sarsfield,Departamento,3.0,2.0,76.0,68.0,145000.0,PH 3 Ambientes en venta en Velez Sarsfield (San Blas al 4900)
166,-34.6232228,-58.4306018,Parque Chacabuco,Departamento,1.0,1.0,35.0,31.0,82000.0,Departamento categoría Parque Chacabuco
167,-34.6152838,-58.4876728,Villa Santa Rita,Departamento,2.0,1.0,55.0,37.0,95000.0,Departamento - Semipiso con Terraza Propia
168,-34.605499737180196,-58.48851551696301,Villa del Parque,Departamento,4.0,3.0,92.0,76.0,189000.0,Venta departamento 4 ambientes  Villa del Parque
169,-34.6070853,-58.4853186,Villa del Parque,Departamento,2.0,1.0,42.0,38.0,105000.0,DEPTO EN VENTA - AMENITIES - PILETA - PARRILLAS - GIMNASIO - 2 AMB - LUMINOSO - VILLA DEL PARQUE
170,-34.6152838,-58.4876728,Villa del Parque,Departamento,2.0,1.0,55.0,37.0,95000.0,Departamento - Semipiso con Terraza Propia
171,-34.6044871,-58.4943389,Villa del Parque,Departamento,1.0,1.0,42.0,37.0,110000.0,Departamento - Villa del Parque
172,-34.6070853,-58.4853186,Villa del Parque,Departamento,2.0,1.0,42.0,38.0,105000.0,VENTA DEPARTAMENTO  - AMENITIES - PILETA - PARRILLAS - GIMNASIO - 2 AMB- LUMINOSO - B. SANTA RITA
173,-34.6029365,-58.4996698,Villa del Parque,Departamento,3.0,2.0,78.0,69.0,173000.0,"VILLA DEL PARQUE-VENTA- 2 DORM.   DEPENDENCIA(3° DORM) ,PATIO,COCHERA Y BAULERA"
174,-34.5997724,-58.486462,Villa del Parque,Departamento,3.0,2.0,73.0,65.0,210000.0,"Dpto 3 amb cfte c/balcón, cochera doble y full amenities-Unico!!"
175,-34.6049617,-58.4951906,Villa del Parque,Departamento,2.0,1.0,42.0,40.0,85000.0,VILLA DEL PARQUE - 2 AMB CONTRAFRENTE CON BALCÓN- EXCELENTE UBICACIÓN!!!
176,-34.6431806,-58.4819393,Parque Avellaneda,Departamento,2.0,1.0,59.0,59.0,72000.0,VENTA DEPARTAMENTO 2 AMB PARQUE AVELLANEDA 59M
177,-34.6092346,-58.4774425,Villa General Mitre,Departamento,3.0,2.0,60.0,60.0,80000.0,Departamento de 3 ambientes. Con posibilidad de financiación. OPORTUNIDAD!!
